"Plot_ID","Cover_Type","Species","Subplot_Zone","Centimeters_Diagonal_Cover"
3,"HERB","Hepatica americana","MIDDLE",8
3,"HERB","Hepatica americana","TOP",1
3,"HERB","Hieracium venosum","BOTTOM",6
3,"HERB","Hieracium venosum","MIDDLE",18
3,"HERB","Hieracium venosum","TOP",40
3,"HERB","Lathyrus ochroleucus","MIDDLE",1
3,"HERB","Lathyrus ochroleucus","TOP",18
3,"HERB","Lespedeza intermedia","BOTTOM",1
3,"HERB","Lespedeza intermedia","MIDDLE",1
3,"HERB","Lespedeza virginica","BOTTOM",7
3,"HERB","Lespedeza virginica","MIDDLE",25
3,"HERB","Lespedeza virginica","TOP",11
3,"HERB","Lysimachia quadrifolia","BOTTOM",20
3,"HERB","Monarda fistulosa","BOTTOM",5
3,"HERB","Monarda fistulosa","MIDDLE",4
3,"HERB","Monarda fistulosa","TOP",11
3,"HERB","Panicum dichotomum","MIDDLE",1
3,"HERB","Panicum dichotomum","TOP",1
3,"HERB","Phlox pilosa","BOTTOM",1
3,"HERB","Phlox pilosa","MIDDLE",1
3,"HERB","Phlox pilosa","TOP",1
3,"HERB","Poa compressa","BOTTOM",15
3,"HERB","Poa compressa","MIDDLE",3
3,"HERB","Poa compressa","TOP",58
3,"HERB","Poa pratensis","BOTTOM",70
3,"HERB","Poa pratensis","MIDDLE",77
3,"HERB","Poa pratensis","TOP",92
3,"HERB","Polygonatum biflorum","BOTTOM",1
3,"HERB","Polygonatum biflorum","MIDDLE",1
3,"HERB","Polygonatum biflorum","TOP",1
3,"HERB","Potentilla simplex","BOTTOM",1
3,"HERB","Potentilla simplex","TOP",27
3,"HERB","Prenanthes alba","BOTTOM",1
3,"HERB","Pteridium aquilinum","BOTTOM",69
3,"HERB","Pteridium aquilinum","MIDDLE",305
3,"HERB","Pteridium aquilinum","TOP",1
3,"HERB","Rubus flagellaris","BOTTOM",36
3,"HERB","Rubus flagellaris","MIDDLE",34
3,"HERB","Rubus flagellaris","TOP",64
3,"HERB","Rubus occidentalis","BOTTOM",1
3,"HERB","Rubus occidentalis","MIDDLE",1
3,"HERB","Sanicula sp.","BOTTOM",1
3,"HERB","Senecio pauperculus","MIDDLE",2
3,"HERB","Senecio pauperculus","TOP",1
3,"HERB","Smilacina racemosa","BOTTOM",1
3,"HERB","Smilacina racemosa","MIDDLE",1
3,"HERB","Smilacina racemosa","TOP",1
3,"HERB","Solidago juncea","BOTTOM",1
3,"HERB","Solidago juncea","MIDDLE",9
3,"HERB","Solidago juncea","TOP",7
3,"HERB","Solidago nemoralis","BOTTOM",1
3,"HERB","Solidago nemoralis","MIDDLE",1
3,"HERB","Solidago nemoralis","TOP",1
3,"HERB","Taenidia integerrima","BOTTOM",16
3,"HERB","Taenidia integerrima","MIDDLE",49
3,"HERB","Taenidia integerrima","TOP",30
3,"HERB","Vicia carolina","BOTTOM",1
3,"HERB","Vicia carolina","MIDDLE",2
3,"HERB","Vicia carolina","TOP",1
3,"HERB","Viola sororia","BOTTOM",2
3,"HERB","Viola sororia","MIDDLE",1
3,"WOODY","Acer rubrum","BOTTOM",10
3,"WOODY","Acer rubrum","MIDDLE",29
3,"WOODY","Acer rubrum","TOP",21
3,"WOODY","Amelanchier arborea","BOTTOM",1
3,"WOODY","Amelanchier arborea","MIDDLE",6
3,"WOODY","Amelanchier arborea","TOP",1
3,"WOODY","Amelanchier laevis","BOTTOM",1
3,"WOODY","Amelanchier laevis","MIDDLE",1
3,"WOODY","Carya spp.","BOTTOM",15
3,"WOODY","Carya spp.","MIDDLE",23
3,"WOODY","Carya spp.","TOP",23
3,"WOODY","Celastrus scandens","BOTTOM",1
3,"WOODY","Celastrus scandens","MIDDLE",1
3,"WOODY","Cornus racemosa","BOTTOM",1
3,"WOODY","Cornus racemosa","MIDDLE",1
3,"WOODY","Cornus racemosa","TOP",1
3,"WOODY","Crataegus sp.","BOTTOM",36
3,"WOODY","Crataegus sp.","MIDDLE",72
3,"WOODY","Crataegus sp.","TOP",12
3,"WOODY","Juniperus communis","BOTTOM",1
3,"WOODY","Juniperus communis","MIDDLE",1
3,"WOODY","Juniperus communis","TOP",1
3,"WOODY","Parthenocissus quinquefolia","BOTTOM",1
3,"WOODY","Prunus serotina","BOTTOM",891
3,"WOODY","Prunus serotina","MIDDLE",393
3,"WOODY","Prunus serotina","TOP",117
3,"WOODY","Prunus virginiana","BOTTOM",1
3,"WOODY","Prunus virginiana","MIDDLE",17
3,"WOODY","Prunus virginiana","TOP",2
3,"WOODY","Quercus alba","BOTTOM",50
3,"WOODY","Quercus alba","MIDDLE",55
3,"WOODY","Quercus alba","TOP",8
3,"WOODY","Quercus rubra","BOTTOM",1
3,"WOODY","Quercus rubra","MIDDLE",1
3,"WOODY","Quercus rubra","TOP",1
3,"WOODY","Quercus velutina","BOTTOM",19
3,"WOODY","Quercus velutina","MIDDLE",29
3,"WOODY","Quercus velutina","TOP",92
3,"WOODY","Ribes cynosbati","BOTTOM",1
3,"WOODY","Ribes cynosbati","MIDDLE",1
3,"WOODY","Rosa carolina","BOTTOM",62
3,"WOODY","Rosa carolina","MIDDLE",48
3,"WOODY","Rosa carolina","TOP",82
3,"WOODY","Sassafras albidum","BOTTOM",1
3,"WOODY","Sassafras albidum","MIDDLE",1
3,"WOODY","Sassafras albidum","TOP",1
3,"WOODY","Vitis sp.","BOTTOM",5
3,"WOODY","Vitis sp.","MIDDLE",1
3,"WOODY","Vitis sp.","TOP",1
4,"HERB","Amphicarpa bracteata","BOTTOM",362
4,"HERB","Amphicarpa bracteata","MIDDLE",625
4,"HERB","Amphicarpa bracteata","TOP",595
4,"HERB","Andropogon gerardi","BOTTOM",1
4,"HERB","Andropogon gerardi","MIDDLE",10
4,"HERB","Andropogon gerardi","TOP",18
4,"HERB","Andropogon scoparius","BOTTOM",1
4,"HERB","Andropogon scoparius","MIDDLE",1
4,"HERB","Andropogon scoparius","TOP",1
4,"HERB","Anemonella thalictroides","BOTTOM",1
4,"HERB","Antennaria fallax","BOTTOM",1
4,"HERB","Antennaria fallax","MIDDLE",15
4,"HERB","Antennaria fallax","TOP",11
4,"HERB","Apocynum androsaemifolium","TOP",154
4,"HERB","Asclepias syriaca","BOTTOM",1
4,"HERB","Asclepias syriaca","MIDDLE",1
4,"HERB","Asclepias syriaca","TOP",1
4,"HERB","Aster sagittifolius","BOTTOM",1
4,"HERB","Aster sagittifolius","MIDDLE",3
4,"HERB","Carex pensylvanica","BOTTOM",181
4,"HERB","Carex pensylvanica","MIDDLE",353
4,"HERB","Carex pensylvanica","TOP",267
4,"HERB","Desmodium nudiflorum","BOTTOM",1
4,"HERB","Desmodium nudiflorum","MIDDLE",1
4,"HERB","Desmodium nudiflorum","TOP",13
4,"HERB","Desmodium paniculatum","BOTTOM",1
4,"HERB","Desmodium paniculatum","TOP",24
4,"HERB","Desmodium rotundifolium","MIDDLE",1
4,"HERB","Erigeron pulchellus","BOTTOM",1
4,"HERB","Erigeron pulchellus","MIDDLE",1
4,"HERB","Erigeron pulchellus","TOP",10
4,"HERB","Euphorbia corrolata","BOTTOM",13
4,"HERB","Euphorbia corrolata","MIDDLE",4
4,"HERB","Euphorbia corrolata","TOP",1
4,"HERB","Galium circaezans","BOTTOM",20
4,"HERB","Galium circaezans","TOP",1
4,"HERB","Galium pilosum","BOTTOM",11
4,"HERB","Galium pilosum","MIDDLE",18
4,"HERB","Galium pilosum","TOP",10
4,"HERB","Geranium maculatum","TOP",3
4,"HERB","Helianthus divaricatus","BOTTOM",8
4,"HERB","Helianthus divaricatus","MIDDLE",35
4,"HERB","Helianthus divaricatus","TOP",52
4,"HERB","Hieracium venosum","BOTTOM",6
4,"HERB","Hieracium venosum","MIDDLE",14
4,"HERB","Hieracium venosum","TOP",31
4,"HERB","Lathyrus ochroleucus","BOTTOM",3
4,"HERB","Lathyrus ochroleucus","MIDDLE",1
4,"HERB","Lespedeza intermedia","BOTTOM",16
4,"HERB","Lespedeza intermedia","MIDDLE",1
4,"HERB","Lespedeza intermedia","TOP",1
4,"HERB","Lespedeza virginica","BOTTOM",4
4,"HERB","Lespedeza virginica","MIDDLE",9
4,"HERB","Lespedeza virginica","TOP",8
4,"HERB","Lysimachia quadrifolia","MIDDLE",1
4,"HERB","Monarda fistulosa","BOTTOM",7
4,"HERB","Monarda fistulosa","MIDDLE",19
4,"HERB","Monarda fistulosa","TOP",1
4,"HERB","Panicum dichotomum","BOTTOM",1
4,"HERB","Panicum dichotomum","MIDDLE",1
4,"HERB","Panicum dichotomum","TOP",1
4,"HERB","Phlox pilosa","MIDDLE",1
4,"HERB","Phlox pilosa","TOP",1
4,"HERB","Poa compressa","BOTTOM",5
4,"HERB","Poa compressa","MIDDLE",31
4,"HERB","Poa compressa","TOP",23
4,"HERB","Poa pratensis","BOTTOM",41
4,"HERB","Poa pratensis","MIDDLE",22
4,"HERB","Poa pratensis","TOP",77
4,"HERB","Polygonatum biflorum","BOTTOM",1
4,"HERB","Polygonatum biflorum","MIDDLE",1
4,"HERB","Polygonatum biflorum","TOP",1
4,"HERB","Potentilla simplex","BOTTOM",4
4,"HERB","Potentilla simplex","MIDDLE",6
4,"HERB","Potentilla simplex","TOP",2
4,"HERB","Prenanthes alba","MIDDLE",2
4,"HERB","Prenanthes alba","TOP",1
4,"HERB","Pteridium aquilinum","BOTTOM",64
4,"HERB","Pteridium aquilinum","MIDDLE",110
4,"HERB","Pteridium aquilinum","TOP",133
4,"HERB","Rubus flagellaris","BOTTOM",8
4,"HERB","Rubus flagellaris","MIDDLE",18
4,"HERB","Rubus flagellaris","TOP",40
4,"HERB","Senecio pauperculus","MIDDLE",1
4,"HERB","Senecio pauperculus","TOP",1
4,"HERB","Smilacina racemosa","BOTTOM",8
4,"HERB","Smilacina racemosa","MIDDLE",1
4,"HERB","Smilacina racemosa","TOP",1
4,"HERB","Solidago juncea","BOTTOM",2
4,"HERB","Solidago juncea","MIDDLE",1
4,"HERB","Solidago juncea","TOP",36
4,"HERB","Solidago nemoralis","BOTTOM",1
4,"HERB","Solidago nemoralis","MIDDLE",2
4,"HERB","Solidago nemoralis","TOP",7
4,"HERB","Taenidia integerrima","BOTTOM",17
4,"HERB","Taenidia integerrima","MIDDLE",13
4,"HERB","Taenidia integerrima","TOP",36
4,"HERB","Vicia carolina","MIDDLE",1
4,"HERB","Vicia carolina","TOP",1
4,"WOODY","Acer rubrum","BOTTOM",41
4,"WOODY","Acer rubrum","MIDDLE",19
4,"WOODY","Acer rubrum","TOP",18
4,"WOODY","Amelanchier arborea","BOTTOM",1
4,"WOODY","Amelanchier arborea","MIDDLE",1
4,"WOODY","Amelanchier arborea","TOP",1
4,"WOODY","Amelanchier laevis","BOTTOM",1
4,"WOODY","Amelanchier laevis","MIDDLE",1
4,"WOODY","Amelanchier laevis","TOP",1
4,"WOODY","Carya spp.","BOTTOM",22
4,"WOODY","Carya spp.","MIDDLE",76
4,"WOODY","Carya spp.","TOP",25
4,"WOODY","Celastrus scandens","BOTTOM",1
4,"WOODY","Celastrus scandens","TOP",1
4,"WOODY","Cornus racemosa","BOTTOM",3
4,"WOODY","Cornus racemosa","MIDDLE",11
4,"WOODY","Cornus racemosa","TOP",1
4,"WOODY","Crataegus sp.","BOTTOM",22
4,"WOODY","Crataegus sp.","MIDDLE",47
4,"WOODY","Crataegus sp.","TOP",19
4,"WOODY","Juniperus communis","BOTTOM",1
4,"WOODY","Juniperus communis","MIDDLE",1
4,"WOODY","Juniperus communis","TOP",18
